"claim","quote"
"Binance, reacting to the controversial sale of 66 million Movement tokens by market maker Web3Port shortly after the token’s listing, offboarded the market maker and suspended $38 million in sale proceeds","The lack of transparency surrounding this deal and the subsequent price drop triggered significant backlash from the community and prompted both Binance and Coinbase to take action, with Binance blacklisting the market maker and Coinbase deciding to suspend trading of the MOVE token by May 15."
"Kristin Johnson became the fourth commissioner at the CFTC to announce her planned resignation in 2025, following the departure announcements of all her fellow commissioners.","Johnson is now the fourth and last commissioner over the past few days announcing that they planned to leave the agency."
"Kristin Johnson became the fourth commissioner at the CFTC to announce her planned resignation in 2025, following the departure announcements of all her fellow commissioners.","Democratic Commission Kristen Johnson has opted to leave 'later this year,' becoming the fourth of four current commissioners to reveal exit plans."
"Developers interested in support from Onchain Labs are invited to apply directly through a structured form provided by Offchain Labs","The first Onchain Labs project will soon emerge from stealth. If you’re a talented team interested in receiving Onchain Labs’ support, fill out this form, and we’ll be in touch."
"The executive order ""Strengthening American Leadership in Digital Financial Technology"" protects the use of public blockchains by affirming that private citizens and businesses can lawfully access, develop, and use open public blockchain networks, including running nodes, mining, transacting, and self-custody of digital assets, without persecution or unlawful censorship","i)    protecting and promoting the ability of individual citizens and private-sector entities alike to access and use for lawful purposes open public blockchain networks without persecution, including the ability to develop and deploy software, to participate in mining and validating, to transact with other persons without unlawful censorship, and to maintain self-custody of digital assets;"
"Truth.fi will launch its “Made in America” ETFs in 2025, which will combine digital assets and securities in industries such as the energy sector and be distributed internationally through existing platforms via Crypto.com’s broker-dealer Foris Capital US LLC","The ETFs are expected to start launching later in 2025, pending regulatory approval. They are expected to be widely available internationally, including in the U.S., Europe and Asia, across existing platforms and brokerages, made available through Crypto.com's broker-dealer Foris Capital US LLC"
"Truth.fi will launch its “Made in America” ETFs in 2025, which will combine digital assets and securities in industries such as the energy sector and be distributed internationally through existing platforms via Crypto.com’s broker-dealer Foris Capital US LLC","TMTG’s ETFs, labeled “Made in America,” will consist of digital assets and securities in industries such as energy, according to a company statement. The ETFs will be sold through Crypto.com’s broker dealer, Foris Capital US LLC."
"Cantor Fitzgerald relies on Anchorage Digital and Copper.co for custodial services","Global financial services firm Cantor Fitzgerald picked Anchorage Digital and Copper.co to provide digital asset custody services."
"R3 is an enterprise blockchain software company that develops the open-source, permissioned Corda distributed-ledger platform","The enterprise blockchain software company has clients including DTCC, Mastercard, Nasdaq, HSBC, and J.P. Morgan."
"The GENIUS Act in it’s March 3, 2025 revision, introduces new transparency and disclosure requirements, mandating issuers to publish monthly liquidity reports detailing their reserve composition and the total number of outstanding stablecoins","The updated bill also introduces new transparency and disclosure requirements for issuers. Issuers would be required to publish monthly liquidity reports detailing the composition of their reserves, including the total number of outstanding stablecoins."
"Coinbase and Paxos are reportedly considering applying for US bank charters, according to the Wall Street Journal, highlighting a broader shift among major crypto firms toward regulatory alignment","A growing number of leading crypto firms, including Circle, Coinbase, BitGo, and Paxos, are reportedly preparing to apply for banking licenses in the United States."
"Coinbase and Paxos are reportedly considering applying for US bank charters, according to the Wall Street Journal, highlighting a broader shift among major crypto firms toward regulatory alignment","A host of crypto firms including Circle and BitGo plan to apply for bank charters or licenses, according to people familiar with the matter. Crypto exchange Coinbase Global and stablecoin company Paxos are considering similar moves, other people said"
"Uniswap Labs has launched fiat off-ramp solution for it’s iOS and Android wallets, with plans to implement off-ramping into browser extensions and the website","The off-ramp is accessed directly in the Uniswap wallet, and supported by iOS and Android. The team has planned expansions for the Uniswap browser extension and website."
"Uniswap Labs has launched fiat off-ramp solution for it’s iOS and Android wallets, with plans to implement off-ramping into browser extensions and the website","Uniswap, the largest Ethereum-based decentralized exchange, has added its first native fiat off-ramps, according to an announcement on Thursday. The new tool will be powered by integrations with MoonPay, Robinhood and Transak."
"Landon Zinda stepped down from his role as policy director at Coin Center in early February 2025","Landon Zinda has stepped down from his position as policy director of cryptocurrency advocacy organization Coin Center to join the US Securities and Exchange Commission’s Crypto Task Force."
"Boerse Stuttgart Digital’s crypto trading revenue and volumes have seen significant growth in 2024","This success follows a year of explosive growth for the exchange, with crypto trading volumes tripling and contributing 25% to overall revenue."
"Boerse Stuttgart Digital’s crypto trading revenue and volumes have seen significant growth in 2024","By the end of 2024, the exchange was holding €4.3 billion (around $4.4 billion) in crypto assets for its clients"
"Bubblemaps V2 transforms scattered data into intuitive bubble maps that accelerate liquidity and risk analysis","Features like Time Travel and Magic Nodes turn scattered data into visualizations that speed up real-time liquidity and risk analysis"
"Bubblemaps V2 transforms scattered data into intuitive bubble maps that accelerate liquidity and risk analysis","Bubblemaps V2 delivers a new dimension of visibility, offering features like Time Travel and Magic Nodes to uncover the lifecycle of tokens and patterns between wallets."
"PlanB, the creator of the Stock-to-Flow model, and other observers have challenged Ethereum’s legitimacy as a decentralised asset, citing its pre-mined origins and governance structure as centralising factors","PlanB called Ethereum a ""technocratic governance coin"" rather than a decentralized hard asset"
"PlanB, the creator of the Stock-to-Flow model, and other observers have challenged Ethereum’s legitimacy as a decentralised asset, citing its pre-mined origins and governance structure as centralising factors","“Pre-mine is a big red flag but I guess some people just don’t care,” PlanB expressed."
"PlanB, the creator of the Stock-to-Flow model, and other observers have challenged Ethereum’s legitimacy as a decentralised asset, citing its pre-mined origins and governance structure as centralising factors","Critics like PlanB, the creator of the Stock-to-Flow model, have called out Ethereum for its centralization and pre-mined origins."
"The IMF’s new BPM7 classification system treats colony tokens with a protocol or platform, such as Ethereum and Solana, as equity-like holdings when held across borders, or by foreign investors.","Meanwhile, tokens with a protocol or platform — such as Ethereum or Solana (SOL) — may be classified as equity-like holdings under the financial account if their owner resides in a different country from the originator"
"The IMF’s new BPM7 classification system treats colony tokens with a protocol or platform, such as Ethereum and Solana, as equity-like holdings when held across borders, or by foreign investors.","For example, if a UK investor holds Solana tokens issued from the US, the position would be recorded as ‘equity crypto assets,’ paralleling traditional foreign equity investments"
"BitMEX uncovered a potential operational error by the Lazarus Group while analyzing a malicious GitHub repository and an exposed Supabase database, identifying an IP address linked to a residential internet connection in China that may reveal an attacker’s real location.","BitMEX says that a closer look at the script revealed an ‘operational security mistake’ that may have revealed an attacker's ‘original IP address.’"
"BitMEX uncovered a potential operational error by the Lazarus Group while analyzing a malicious GitHub repository and an exposed Supabase database, identifying an IP address linked to a residential internet connection in China that may reveal an attacker’s real location.","By looking at the logs for ‘Victor’, we found an entry that stands out: the IP address and location do not match the previously observed Touch VPN exit nodes, but rather a residential China Mobile IP address (223.104.144.97) located in Jiaxing, China. We believe that this was an operational security mistake, which ended up leaking the attacker’s original IP address."
"HashKey’s XRP Tracker Fund is a regulated investment vehicle that mirrors the performance of XRP, providing compliant and simplified exposure without direct token ownership.","The HashKey XRP Tracker Fund will be available to professional investors who want exposure to XRP without direct ownership."
"HashKey’s XRP Tracker Fund is a regulated investment vehicle that mirrors the performance of XRP, providing compliant and simplified exposure without direct token ownership.","The XRP Tracker Fund closely follows the price of XRP, the third-largest crypto asset by market capitalization and a token widely used in Ripple’s global payments infrastructure."
"LayerZero is a prominent interoperability protocol, and it will issue Wyoming’s proposed stablecoin. The state is weighing nine potential blockchains, including Solana, Ethereum, and Polygon, to host it.","US State Wyoming is Launching its Own Stablecoin Called WYST"
"Full EVM equivalence on ZKsync reduces development complexity, enabling teams to build, test, and deploy applications faster than before.","Teams can build, test, and deploy new features or dApps more quickly"
"Full EVM equivalence on ZKsync reduces development complexity, enabling teams to build, test, and deploy applications faster than before.","This move positions ZKsync as a highly attractive destination for developers seeking scalability without sacrificing the familiarity"
"GSR contributed institutional market experience and initial liquidity to Katana Network’s launch","GSR brings a decade of experience in institutional crypto markets, while Conduit powers the infrastructure behind the chain’s rollup and sequencing."
"GSR contributed institutional market experience and initial liquidity to Katana Network’s launch","Polygon Labs, the team behind the layer-2 network, helped design the chain, while GSR, the crypto market-maker, advised on the user experience and is lending liquidity to help get the platform off the ground. “We are providing the on-chain liquidity — or 'grease' — to make sure that people can actually use the chain on day one,” said Jakob Palmstierna, President at GSR."
"Maxine Waters, the Democrat on the House Financial Services Committee, criticized the Republican-led Digital asset market structure bill, the Clarity Act, for excluding provisions that would bar President Donald Trump from profiting off of his crypto ventures while in office","Maxine Waters, the ranking Democrat on the committee who'd demanding this extracurricular hearing after the panel met earlier in the week on the same topic, pointed to Trump's various crypto efforts in her opening statement, saying her goal was to stop Trump from profiting off of his crypto ventures to the extent he has been."
"Maxine Waters, the Democrat on the House Financial Services Committee, criticized the Republican-led Digital asset market structure bill, the Clarity Act, for excluding provisions that would bar President Donald Trump from profiting off of his crypto ventures while in office","Though numerous substantive issues related to the bill were discussed during Friday’s hearing, Democratic leaders like Financial Services Committee Ranking Member Maxine Waters (D-CA) focused their critiques mainly on the refusal of Republicans to include language in the legislation that would bar President Donald Trump from engaging in his numerous, lucrative crypto ventures while in office."
"Actor management in the uRWA standard governs which wallets have permission to perform functions like minting, burning, or transferring tokens, enabling precise role-based access control.","Actor management features that determine whether a particular user has permission to interact with the token contract, such as minting or burning tokens, offer the flexibility needed for institutional-grade deployments."
"Actor management in the uRWA standard governs which wallets have permission to perform functions like minting, burning, or transferring tokens, enabling precise role-based access control.","Actor Management: Specify whether a wallet is permitted to interact with the token contract (e.g., mint, burn, transfer)"
"PLONK, a proving system invented by Aztec underpins Aztec’s Layer 2 testnet by enabling efficient client-side generation of zero-knowledge proofs.","PLONK, a proving system created by Aztec’s team to enable fast and secure zero-knowledge proofs, is at the heart of Aztec’s advancements. This technology powers the testnet’s privacy layer and served as the basis for previous products such as zk.money and Aztec Connect."
"PLONK, a proving system invented by Aztec underpins Aztec’s Layer 2 testnet by enabling efficient client-side generation of zero-knowledge proofs.","Our client-side Prover incorporates the latest in PLONK research with the Protogalaxy folding scheme and a unique technique we call Goblin Plonk to accelerate recursion."
"Celestia co‑founder John Adler proposed replacing Celestia’s Proof‑of‑Stake with an experimental Proof‑of‑Governance to reduce token issuance","Elsewhere, John Adler, another Celestia co-founder, attempted to address concerns through onchain governance. Adler proposed swapping the network’s proof-of-stake model for an experimental proof-of-governance consensus. The new mechanism would slash new-token issuance by a factor of 20 and ditch complex liquid staking tokens."
"Celestia co‑founder John Adler proposed replacing Celestia’s Proof‑of‑Stake with an experimental Proof‑of‑Governance to reduce token issuance","On Sunday, John Alder, one of the network’s co-founders, proposed scrapping its Proof of Stake consensus mechanism and replacing it with a new, experimental system called Proof of Governance.  Doing so will reduce issuance of Celestia’s TIA token by a factor of 20, maintain the blockchain’s existing security, and do away with the need for complicated liquid staking tokens, he said in a post on the Celestia governance forum."
"Vitalik Buterin compared the local‑first method to a library system where data needed often is kept locally and the rest fetched on demand","The “local-first” approach mirrors a library system: you keep the books you use often, and borrow the rest when needed."
"Vitalik Buterin compared the local‑first method to a library system where data needed often is kept locally and the rest fetched on demand","According to Buterin, these nodes verify blocks and the entire chain without storing all the data by utilizing stateless verification or zkEVM. They will be programmed to store a selected subset of data instead of a full set, and are still able to perform requests pertaining to data in the selected portion."
"Polygon zkEVM users will receive 12 months of sequencer support, and grants will assist migration to other networks","Polygon will continue to operate the sequencer for 12 months and offer grants to ""projects migrating to other environments"" like Polygon PoS."
"Polygon zkEVM users will receive 12 months of sequencer support, and grants will assist migration to other networks","Now, the zkEVM experiment is being phased out. Polygon said it will sunset the zkEVM Mainnet Beta in 2026, citing developer friction, architectural limitations, and sluggish adoption. “To ensure a smooth transition, the sequencer will remain live for the next twelve months,” the team noted."
"Arthur Hayes, Benjamin Delo, and Samuel Reed were previously sentenced to probation for failing to implement anti-money laundering and know-your-customer programs at BitMEX","Hayes faced two years of probation; Delo spent 30 months on probation and Reed 18 months on probation. Dwyer got 12 months of probation."
"Arthur Hayes, Benjamin Delo, and Samuel Reed were previously sentenced to probation for failing to implement anti-money laundering and know-your-customer programs at BitMEX","Hayes and Delo pleaded guilty in February 2022, admitting they 'willfully fail[ed] to establish, implement and maintain an Anti-Money Laundering program' at BitMEX, while Reed entered a plea a few weeks later."
"The first Trillion Dollar Security (1TS) report warns that Ethereum’s heavy reliance on the solc compiler means any compiler bug could have widespread network-wide security impacts","The Ethereum ecosystem today mostly depends on the solc compiler, meaning a bug could have widespread effects."
"CertiK Co-Founder Ronghui Gu warned that attackers are shifting from exploiting smart contract vulnerabilities to targeting human behavior, a trend reflected in the Cointelegraph and CoinMarketCap June 2025 hacks that relied on deceptive pop-ups and wallet prompts.","CertiK Co-Founder Ronghui Gu stated,  Attackers always target the weakest point…Smart contracts or blockchain code itself was the weakest point, but now the attackers feel like the weakest points may come from human behavior rather than the code."
"The FCA, under Nikhil Rathi’s leadership, introduced the consumer duty, initiated the advice guidance boundary review, and began work on streamlining its regulatory handbook","Rathi oversaw the introduction of the consumer duty as well as initiating the advice guidance boundary review and now looking to streamline the FCA’s handbook"
"Telegram announced that existing non-TON blockchain integrations in Telegram Mini Apps will need to migrate to TON to retain crypto functionalities","Telegram mini apps and games that have utilized other networks, such as Sui or Aptos, will be required to migrate over to TON and the TON Connect protocol to retain crypto functionality"
"Telegram announced that existing non-TON blockchain integrations in Telegram Mini Apps will need to migrate to TON to retain crypto functionalities","TON will become the exclusive blockchain infrastructure for Telegram’s Mini App ecosystem as part of a new partnership between Telegram and the TON Foundation"
"MegaETH launched its public testnet by distributing tokens to nearly 200,000 wallets in under 15 seconds, giving users instant access to test applications","The network airdropped testnet tokens to nearly 200,000 wallets in 15 seconds to try out testnet applications."
"Nexo and other entities are suspected of orchestrating an alleged plan to accumulate MKR tokens for a governance takeover, as revealed in screenshots shared by Sam MacPherson","The screenshots in question can be found in this post from Phoenix Labs’ CEO Sam MacPherson (a Spark and ex-Maker contributor) and detail a plan to accumulate MKR voting power and conduct a “takeover” of the protocol’s governance."
"Nexo and other entities are suspected of orchestrating an alleged plan to accumulate MKR tokens for a governance takeover, as revealed in screenshots shared by Sam MacPherson","Other prominent voices within Sky have linked Nexo to the effort, citing a leaked plan."
"Aragon enables organizations to deploy security councils that provide oversight over treasuries and governance, allowing structured approvals and critical interventions as power decentralises","Security councils provide oversight to safeguard protocols, treasuries, and governance processes"
"Aragon enables organizations to deploy security councils that provide oversight over treasuries and governance, allowing structured approvals and critical interventions as power decentralises","Organizations can now deploy councils in a single interface, assign roles, and configure structured approvals as concurrent (parallel sign-offs) or sequential (staged reviews)"
"Mantra faced prior allegations of controlling a large share of OM’s circulating supply, with critics suggesting this allowed the team to influence price movements leading up to the April 13, 2025 crash.","MANTRA had previously faced allegations of controlling large portions of the token's circulating supply, or ‘float."
"Mantra faced prior allegations of controlling a large share of OM’s circulating supply, with critics suggesting this allowed the team to influence price movements leading up to the April 13, 2025 crash.","Speculation points to the project team potentially unloading their tokens."
"Matt Long, FalconX’s general manager for APAC and the Middle East, described Standard Chartered as a forward-thinking leader in digital asset adoption and emphasized the value of FalconX’s partnership with Standard Chartered.","Matt Long, FalconX’s general manager of APAC and Middle East, referred to Standard Chartered as 'one of the most forward-thinking global banks in digital asset adoption.'"
"Matt Long, FalconX’s general manager for APAC and the Middle East, described Standard Chartered as a forward-thinking leader in digital asset adoption and emphasized the value of FalconX’s partnership with Standard Chartered.","This relationship strengthens our ability to deliver robust banking and FX solutions to clients who rely on us to operate in crypto markets."
"On January 30, 2025, as part of deal with the International Monetary Fund (IMF) for 1,4bn loan El Salvador's Congress amended its 2021 Bitcoin law ","On January 30, 2025, the Salvadoran Congress took action, agreeing to revise the law in exchange for a $1.4 billion loan from the IMF"
"On January 30, 2025, as part of deal with the International Monetary Fund (IMF) for 1,4bn loan El Salvador's Congress amended its 2021 Bitcoin law ","El Salvador's Congress on Wednesday swiftly approved a bill sent just minutes earlier by President Nayib Bukele to amend its bitcoin law to comply with a deal with a key international lender to make acceptance of the cryptocurrency voluntary."
"Alexandre Kech, CEO of GLEIF, emphasized that integrating vLEI with Chainlink enhances trust, auditability, and interoperability in compliance frameworks.","We welcome the integration of the vLEI into Chainlink’s Automated Compliance Engine as a powerful example of how verifiable organizational identity can enhance compliance across blockchain ecosystems."
"Alexandre Kech, CEO of GLEIF, emphasized that integrating vLEI with Chainlink enhances trust, auditability, and interoperability in compliance frameworks.","As regulatory expectations evolve in both digital and traditional finance, we encourage all financial institutions to explore with their solution providers how adopting the vLEI can strengthen trust, interoperability and auditability in their compliance frameworks,” said Kech."
"Nobitex is the largest cryptocurrency exchange in Iran and a key conduit for crypto inflows into the country.","Founded in 2017, Nobitex has grown into Iran’s most-used crypto exchange. According to a 2023 report by TRM Labs, it processed 87% of all crypto inflows into the country, which totaled nearly $3 billion that year."
"Nobitex is the largest cryptocurrency exchange in Iran and a key conduit for crypto inflows into the country.","Nobitex, Iran’s largest exchange, confirmed the attack in an X post but did not mention or confirm stolen funds."
"North Carolina passed the Digital Assets Investment Act in its House on April 30, 2025, allowing the state treasurer to invest up to 5% of certain funds in approved cryptocurrencies, with the bill currently awaiting consideration in the state Senate","In contrast, North Carolina’s House passed the Digital Assets Investment Act on April 30, allowing the state treasurer to invest up to 5% of certain funds in approved cryptocurrencies. The bill has now been moved to the state Senate for consideration."
"North Carolina passed the Digital Assets Investment Act in its House on April 30, 2025, allowing the state treasurer to invest up to 5% of certain funds in approved cryptocurrencies, with the bill currently awaiting consideration in the state Senate","North Carolina’s House passed the Digital Assets Investment Act on April 30, which would allow its treasurer to invest up to 5% of certain funds in approved cryptocurrencies. The bill now heads to the Senate."
"BitGo, an institutional digital asset custodian, and Voltage, a Bitcoin Lightning infrastructure provider, formed a strategic partnership, to integrate Lightning-based custody services","BitGo and Voltage have announced a new partnership aimed at transforming Bitcoin payments by integrating the Lightning Network into BitGo’s digital asset infrastructure, according to a press release sent to Bitcoin Magazine. The collaboration will allow exchanges, neobanks, payment providers, and fintech firms to execute instant Bitcoin and stablecoin transactions with greater efficiency and security."
"BitGo, an institutional digital asset custodian, and Voltage, a Bitcoin Lightning infrastructure provider, formed a strategic partnership, to integrate Lightning-based custody services","BitGo has announced its integration with Voltage, enabling support for the Bitcoin Lightning Network for its institutional clients"
"SOL Strategies spearheaded the adaptation of Michael Saylor's bitcoin treasury strategy to alternative digital assets, focusing on Solana but instead of only holding SOL, also generating staking yield","SOL Strategies, led by Wald, co-founder of digital asset manager Valkyrie Investments, spearheaded the movement of adapting Michael Saylor's bitcoin treasury strategy to alternative cryptocurrencies"
"Celestia’s TIA token is trading more than 90% below its all-time high","Celestia’s   TIA +12.66%  token recently hit an all-time low of $1.32, extending a 93% slide from its $20 peak last year."
"Celestia’s TIA token is trading more than 90% below its all-time high","At the time of publication, Celestia’s TIA is trading at $1.61, up 14% over the past day. However, the token is down more than 92% compared to its all-time high of $20.91, registered in June last year."
"Binance banned Web3Port, the market maker involved in the MOVE token launch, after it liquidated $38M worth of tokens in December 2024. The profits were frozen for user compensation, and the Movement Foundation launched a buyback plan with plans to use those funds.","Binance said the market maker profited $38 million before it was removed from the exchange’s platform last month. The company is banned moving forward, Binance said, adding that its profits had been frozen “for the purpose of compensating users.”"
"Binance banned Web3Port, the market maker involved in the MOVE token launch, after it liquidated $38M worth of tokens in December 2024. The profits were frozen for user compensation, and the Movement Foundation launched a buyback plan with plans to use those funds.","Binance, the crypto exchange, later banned the market-making account for “misconduct,” and Movement announced a token buyback plan."
"Binance banned Web3Port, the market maker involved in the MOVE token launch, after it liquidated $38M worth of tokens in December 2024. The profits were frozen for user compensation, and the Movement Foundation launched a buyback plan with plans to use those funds.","Following the controversy, the Movement Network Foundation said it would use those funds to facilitate a buyback program"
"BBVA previously launched cryptocurrency trading services in Turkey and Switzerland, where it also provides custody for USD Coin (USDC)","In January 2025, BBVA’s Turkish subsidiary Garanti BBVA Kripto launched its crypto trading services to the public. With Spain now entering the fold, BBVA is broadening its crypto services in line with evolving European regulations."
"BBVA previously launched cryptocurrency trading services in Turkey and Switzerland, where it also provides custody for USD Coin (USDC)","The bank has already been offering crypto services outside Spain for years. In Switzerland, BBVA customers have had access to BTC and ETH trading since 2018. In September 2024, the bank introduced USD Coin (USDC) services for private and institutional clients."
"Shopify plans to provide customers 1% cashback on USDC payments at no cost to merchants and merchants will be settled in their local currency with zero fees or can opt to receive USDC on Base","In the US, Shopify plans to provide 1% cash back to customers when they pay with USDC, at no cost to the merchant"
"Shopify plans to provide customers 1% cashback on USDC payments at no cost to merchants and merchants will be settled in their local currency with zero fees or can opt to receive USDC on Base","By default, merchants will get cashed out in their local currency with zero fees, or alternatively, can choose to receive USDC on Base to their crypto wallets."
"Vitalik Buterin plans to focus on improving Ethereum’s cybersecurity and resilience, including front-end, back-end, and client software security in 2025","Buterin also expects to study ways to improve the ecosystem’s cybersecurity on both the front and back ends, as well as its resilience and decentralization."
"Vitalik Buterin plans to focus on improving Ethereum’s cybersecurity and resilience, including front-end, back-end, and client software security in 2025","(ii) full-stack security, open source and privacy: ensuring Ethereum is usable in a way that is highly secure, free of centralized intermediaries"
"A companion bill SB1373 to vetoed Bill 1025, which would authorize the Arizona state to invest up to 10% of the rainy-day fund in digital assets such as Bitcoin, has been advancing through committee but has not yet received final legislative approval","A companion bill, SB1373, which would authorize the state treasurer to allocate up to 10% of Arizona’s rainy-day fund into digital assets like Bitcoin, has not yet reached a final vote."
"A companion bill SB1373 to vetoed Bill 1025, which would authorize the Arizona state to invest up to 10% of the rainy-day fund in digital assets such as Bitcoin, has been advancing through committee but has not yet received final legislative approval","“Today, I vetoed Senate Bill 1025. The Arizona State Retirement System is one of the strongest in the nation because it makes sound and informed investments,” Hobbs wrote in a statement aimed at Warren Petersen, the President of the Arizona Senate.  “Arizonans’ retirement funds are not the place for the state to try untested investments like virtual currency,” she added."
"A companion bill SB1373 to vetoed Bill 1025, which would authorize the Arizona state to invest up to 10% of the rainy-day fund in digital assets such as Bitcoin, has been advancing through committee but has not yet received final legislative approval","A companion bill enabling the state treasurer to allocate up to 10% of Arizona’s rainy-day fund into digital assets like Bitcoin had also been advancing through committee but has not yet reached final approval."
"Offchain Labs, the team behind Arbitrum, launched BoLD on Arbitrum One, Arbitrum Nova, and Arbitrum Sepolia following a governance vote proposed by the Arbitrum DAO on January 10, 2025, and its subsequent approval","BoLD stands for Bounded Liquidity Delay and is currently deployed on a Arbitrum One, Arbitrum Nova, and Arbitrum Sepolia"
"Offchain Labs, the team behind Arbitrum, launched BoLD on Arbitrum One, Arbitrum Nova, and Arbitrum Sepolia following a governance vote proposed by the Arbitrum DAO on January 10, 2025, and its subsequent approval","Following a governance vote approval, BoLD is now active on Arbitrum chains, One and Nova"
"Cetus Protocol’s bounty proposal drew criticism from users demanding a formal compensation plan and questioning its effectiveness, especially after the CETUS token plummeted in value","The size of the bounty has sparked backlash from users, with many calling for a formal compensation plan instead. Several community members argue that even if funds are recovered, most of the damage has already been done — especially to holders of the CETUS token, which plummeted in value following the incident."
"Framework Ventures and Fulgur Ventures led the $40 million funding round for Meanwhile","Venture capital firms Framework Ventures and Fulgur Ventures co-led the round, with additional support from Wences Casares, former CEO of the crypto-friendly digital bank Xapo, according to a Thursday post on the social media platform X. Meanwhile's total funding to date is now $60.75 million, a company spokesperson told The Block."
"Framework Ventures and Fulgur Ventures led the $40 million funding round for Meanwhile","The Series A investment round was led by Framework Ventures and Fulgur Ventures, with additional participation from Xapo founder Wences Casares, the company disclosed on April 10."
"Paul Atkins committed to divesting from his crypto-related financial holdings and severing ties with his advisory firm, Patomak Global Partners, as part of his pledge to meet federal ethics standards if confirmed as SEC Chair.","Atkins responded to Senator Warren’s questioning by emphasizing his commitment to ethical standards... he would divest from all financial holdings that could present a conflict of interest, including crypto-related assets and his consultancy, Patomak Global Partners."
"Paul Atkins committed to divesting from his crypto-related financial holdings and severing ties with his advisory firm, Patomak Global Partners, as part of his pledge to meet federal ethics standards if confirmed as SEC Chair.","Earlier this week, Atkins disclosed that he owns shares in three crypto-related companies, according to Fortune."
"Changpeng Zhao (CZ) praised Donald Trump’s leadership style during a podcast interview, describing it as business-like, strategically transparent and preferable to traditional political approaches","Zhao praised Trump's 'business-like' diplomacy as more transparent than conventional politics."
"Changpeng Zhao (CZ) praised Donald Trump’s leadership style during a podcast interview, describing it as business-like, strategically transparent and preferable to traditional political approaches","Zhao described Trump as a ""deals guy"" who understands leverage and strategic positioning."
"Changpeng Zhao (CZ) praised Donald Trump’s leadership style during a podcast interview, describing it as business-like, strategically transparent and preferable to traditional political approaches","When asked how he would rate Donald Trump’s presidency, he replied, “I think it’s going great.”"
"The inaugural New York City crypto summit announced by Mayor Adams is intended to create collaboration between public officials and private sector blockchain leaders to drive responsible innovation and improve public services through digital assets.","The summit will bring together crypto innovators and influencers to share insights and experiences to chart our path forward - gathering great minds, hearing from keynote speakers, and fostering a cross-pollination of ideas and methods to move the industry in the right direction, both in terms of economic development and opportunities to serve the public using digital assets."
"The inaugural New York City crypto summit announced by Mayor Adams is intended to create collaboration between public officials and private sector blockchain leaders to drive responsible innovation and improve public services through digital assets.","Adams said the summit will bring together city officials and representatives from the crypto industry to discuss ways the city can benefit from crypto — and vice versa."
"Robinhood is expanding its investment services across the European Union by securing a brokerage license in Lithuania and acquiring Bitstamp to enable crypto-linked derivatives trading.","Robinhood, whose customers in the European Union only have access to trading cryptocurrencies, obtained a brokerage license in Lithuania last month, allowing it to offer investment services like stock trading across the bloc."
"Robinhood is expanding its investment services across the European Union by securing a brokerage license in Lithuania and acquiring Bitstamp to enable crypto-linked derivatives trading.","The company also signed a deal to acquire crypto exchange Bitstamp in June last year, which when closed, would allow Robinhood to offer crypto-linked derivatives using Bitstamp’s MiFID multilateral trading facility license."
"Circle’s network launch coincides with a reportedly imminent IPO under the ticker “CRCL,” though the offering has also reportedly been postponed","The launch comes just weeks after Circle filed to go public on the New York Stock Exchange under the ticker “CRCL.”"
"Circle’s network launch coincides with a reportedly imminent IPO under the ticker “CRCL,” though the offering has also reportedly been postponed","Circle was in the news most recently, after the firm announced plans to go public in the U.S., only to postpone the date of its IPO thanks to choppy and uncertain market conditions."
"Laura Shin, journalist and author, reported that in 2020, Ethereum Foundation board member Patrick Storchenegger told her that Vitalik Buterin held three votes, enough to tie any board decision alone. The Foundation has neither confirmed nor denied the claim.","In 2020, Storchenegger told Shin that Buterin held three votes — enough to tie any board decision unilaterally, even if all three other board members disagreed with Buterin"
"Laura Shin, journalist and author, reported that in 2020, Ethereum Foundation board member Patrick Storchenegger told her that Vitalik Buterin held three votes, enough to tie any board decision alone. The Foundation has neither confirmed nor denied the claim.","Nevertheless, despite over a dozen attempts by Shin to clarify how much voting power Buterin possesses, the Ethereum Foundation hasn’t disclosed how its voting power is distributed."
"Nine Democratic senators - Ruben Gallego, Mark Warner, Lisa Blunt Rochester, Andy Kim, Raphael Warnock, Catherine Cortez Masto, Ben Ray Luján, John Hickenlooper, and Adam Schiff reversed their prior support for the GENIUS Act by announcing they would oppose advancing the bill in its current form.","The statement was signed by four Democrats who voted in favor of the stablecoin bill when it cleared the Senate Banking Committee in March: Sens. Ruben Gallego of Arizona, Mark Warner of Virginia, Lisa Blunt Rochester of Delaware and Andy Kim of New Jersey."
"Nine Democratic senators - Ruben Gallego, Mark Warner, Lisa Blunt Rochester, Andy Kim, Raphael Warnock, Catherine Cortez Masto, Ben Ray Luján, John Hickenlooper, and Adam Schiff reversed their prior support for the GENIUS Act by announcing they would oppose advancing the bill in its current form.","The statement was also signed by Senators Raphael Warnock, Catherine Cortez Masto, Ben Ray Luján, John Hickenlooper and Adam Schiff."
"Lawmakers including Chairman Hill, Chair Steil, Majority Whip Emmer, and Representative Torres were commended by the eight crypto advocacy groups backing BRCA inclusion, in recognition of their role in securing the BRCA’s incorporation into the CLARITY Act.","It went on to thank some important lawmakers, including Chairman Hill, Chair Steil, Majority Whip Emmer, and Representative Torres, who supported the bill. They assisted in making sure the BRCA was included in the later form of the CLARITY Act."
